Reel ID,Product ID,User ID,Category,Hashtags,Keywords,Visual Features,Likes,Shares,Comments,Purchase Count
reel_581,product_269,user_87,Fashion,"#discount, #sale",innovative,vintage,195,109,213,19
reel_582,product_852,user_183,Beauty,"#sale, #trending",innovative,vintage,773,419,219,156
reel_583,product_831,user_12,Beauty,#new,stylish,minimalistic,876,181,25,178
reel_584,product_87,user_25,Fashion,"#sale, #discount","innovative, stylish, popular",colorful,991,470,8,131
reel_585,product_882,user_31,Sports,#trending,"innovative, exclusive",colorful,883,312,270,54
reel_586,product_244,user_33,Fashion,"#discount, #sale","exclusive, innovative",luxury,349,0,9,198
reel_587,product_465,user_65,Home Decor,#trending,affordable,vintage,46,318,120,91
reel_588,product_611,user_142,Fashion,"#discount, #trending","innovative, popular",minimalistic,866,437,124,27
reel_589,product_379,user_70,Beauty,"#sale, #trending, #discount","stylish, exclusive",colorful,822,54,169,3
reel_590,product_29,user_189,Home Decor,"#sale, #trending, #discount",innovative,colorful,935,370,71,149
reel_591,product_851,user_179,Beauty,"#new, #shopnow","popular, exclusive, innovative",modern,819,423,151,75
reel_592,product_182,user_170,Beauty,#sale,popular,luxury,655,398,207,172
reel_593,product_213,user_51,Fashion,"#shopnow, #sale, #trending","innovative, exclusive, popular",modern,268,148,48,66
reel_594,product_798,user_128,Home Decor,"#new, #trending","popular, stylish, innovative",vintage,369,430,153,85
reel_595,product_341,user_111,Beauty,"#sale, #trending",stylish,minimalistic,635,456,292,193
reel_596,product_881,user_26,Sports,#trending,"popular, exclusive, innovative",vintage,105,308,67,161
reel_597,product_702,user_61,Fashion,"#discount, #new, #sale","exclusive, affordable, stylish",minimalistic,669,136,49,90
reel_598,product_277,user_107,Fashion,#new,"popular, exclusive",colorful,658,201,151,182
reel_599,product_11,user_101,Beauty,"#sale, #discount, #shopnow","exclusive, popular, stylish",colorful,656,435,18,104
reel_600,product_949,user_34,Home Decor,#sale,"stylish, exclusive, innovative",minimalistic,119,312,99,0
reel_601,product_86,user_189,Electronics,"#discount, #trending, #shopnow","affordable, stylish, innovative",vintage,830,116,59,71
reel_602,product_721,user_31,Sports,#trending,"popular, exclusive, stylish",vintage,786,153,166,86
reel_603,product_489,user_132,Electronics,#discount,"exclusive, affordable",luxury,603,424,201,165
reel_604,product_759,user_145,Fashion,#shopnow,"popular, stylish",modern,57,290,145,5
reel_605,product_691,user_122,Electronics,"#sale, #shopnow",affordable,minimalistic,950,62,163,152
reel_606,product_646,user_169,Fashion,"#trending, #sale","innovative, popular, exclusive",vintage,345,243,241,144
reel_607,product_491,user_113,Home Decor,#discount,"innovative, exclusive",colorful,740,24,68,60
reel_608,product_793,user_166,Beauty,#new,"affordable, popular, stylish",vintage,473,89,174,11
reel_609,product_94,user_6,Beauty,"#new, #discount, #shopnow","popular, exclusive",vintage,116,74,48,5
reel_610,product_222,user_10,Beauty,#sale,"affordable, popular, stylish",luxury,829,293,107,26
reel_611,product_692,user_129,Beauty,"#discount, #new, #shopnow","innovative, affordable, popular",vintage,790,385,225,135
reel_612,product_307,user_116,Sports,#new,"stylish, popular, exclusive",luxury,126,390,160,123
reel_613,product_582,user_131,Beauty,#discount,innovative,colorful,392,209,118,105
reel_614,product_474,user_154,Electronics,"#discount, #new, #shopnow",exclusive,colorful,907,474,148,192
reel_615,product_531,user_84,Home Decor,"#discount, #trending, #new","stylish, popular",colorful,640,417,149,184
reel_616,product_426,user_128,Home Decor,#shopnow,"affordable, innovative",colorful,57,346,292,92
reel_617,product_746,user_100,Beauty,"#new, #discount",exclusive,colorful,633,16,142,108
reel_618,product_331,user_126,Electronics,"#shopnow, #trending",stylish,vintage,512,127,159,98
reel_619,product_703,user_58,Fashion,#shopnow,"affordable, exclusive",modern,750,426,10,167
reel_620,product_271,user_192,Sports,#discount,"innovative, exclusive, affordable",minimalistic,801,442,137,141
reel_621,product_252,user_97,Sports,"#new, #shopnow",stylish,colorful,95,363,77,34
reel_622,product_121,user_161,Home Decor,"#sale, #discount","popular, stylish",modern,637,250,76,175
reel_623,product_193,user_137,Fashion,"#trending, #sale, #new","innovative, stylish, affordable",modern,117,178,253,83
reel_624,product_120,user_60,Home Decor,"#shopnow, #trending",popular,modern,559,181,257,55
reel_625,product_536,user_15,Home Decor,"#sale, #discount","affordable, exclusive",vintage,600,151,290,176
reel_626,product_763,user_12,Home Decor,#shopnow,exclusive,luxury,487,24,262,140
reel_627,product_186,user_88,Sports,"#discount, #trending, #new","innovative, stylish",colorful,236,454,84,188
reel_628,product_217,user_97,Sports,"#new, #discount","stylish, popular, innovative",modern,884,179,145,48
reel_629,product_485,user_41,Sports,"#new, #sale, #discount",stylish,minimalistic,896,197,41,45
reel_630,product_725,user_122,Fashion,"#sale, #shopnow, #discount","exclusive, stylish, affordable",vintage,271,343,124,112
reel_631,product_977,user_63,Sports,#sale,exclusive,vintage,188,160,166,189
reel_632,product_525,user_144,Home Decor,#sale,innovative,vintage,998,176,240,135
reel_633,product_283,user_147,Electronics,"#trending, #sale","stylish, innovative, popular",luxury,703,284,279,42
reel_634,product_101,user_173,Beauty,#shopnow,affordable,modern,446,62,187,147
reel_635,product_195,user_196,Beauty,"#discount, #shopnow, #new","popular, exclusive, affordable",minimalistic,580,490,18,123
reel_636,product_228,user_27,Sports,"#shopnow, #new, #sale",innovative,colorful,789,149,67,96
reel_637,product_180,user_75,Beauty,"#trending, #sale","affordable, exclusive, stylish",luxury,860,153,217,89
reel_638,product_15,user_113,Fashion,#trending,innovative,colorful,246,155,101,38
reel_639,product_535,user_64,Fashion,"#discount, #sale, #trending","popular, stylish",modern,962,369,41,84
reel_640,product_275,user_94,Electronics,"#sale, #new, #discount",popular,minimalistic,75,468,287,176
reel_641,product_975,user_54,Fashion,"#discount, #new, #shopnow","affordable, innovative",vintage,153,48,166,191
reel_642,product_554,user_50,Fashion,#shopnow,affordable,colorful,655,454,108,61
reel_643,product_698,user_20,Beauty,"#shopnow, #sale","popular, affordable",vintage,434,336,35,105
reel_644,product_127,user_59,Home Decor,"#sale, #new, #shopnow","innovative, exclusive, affordable",modern,996,83,231,106
reel_645,product_869,user_77,Beauty,#shopnow,"innovative, exclusive",modern,85,360,228,53
reel_646,product_491,user_124,Home Decor,#sale,"popular, exclusive",modern,696,176,163,125
reel_647,product_873,user_50,Home Decor,"#trending, #discount, #sale","exclusive, affordable",vintage,284,147,72,8
reel_648,product_575,user_174,Beauty,#shopnow,popular,colorful,973,117,135,87
reel_649,product_470,user_32,Fashion,"#trending, #shopnow, #new",stylish,modern,219,341,69,36
reel_650,product_441,user_66,Home Decor,"#shopnow, #discount, #new","exclusive, stylish, popular",modern,68,475,195,48
reel_651,product_185,user_116,Beauty,#shopnow,"affordable, popular",modern,46,62,268,40
reel_652,product_52,user_63,Electronics,"#discount, #shopnow",popular,colorful,93,188,48,16
reel_653,product_942,user_153,Electronics,#trending,popular,minimalistic,749,359,129,87
reel_654,product_478,user_100,Home Decor,#shopnow,innovative,colorful,957,48,4,20
reel_655,product_823,user_103,Electronics,"#shopnow, #new","stylish, affordable, innovative",minimalistic,452,326,26,50
reel_656,product_401,user_100,Sports,"#trending, #discount, #shopnow","exclusive, affordable",modern,203,256,159,58
reel_657,product_75,user_62,Home Decor,"#shopnow, #new","affordable, exclusive, stylish",minimalistic,911,223,148,166
reel_658,product_630,user_5,Electronics,"#discount, #shopnow","exclusive, innovative",colorful,217,140,263,182
reel_659,product_54,user_190,Beauty,"#new, #trending, #shopnow","popular, exclusive, affordable",modern,473,477,229,40
reel_660,product_150,user_102,Sports,"#trending, #discount, #new",exclusive,vintage,431,214,199,38
reel_661,product_563,user_194,Beauty,"#new, #shopnow, #trending","exclusive, popular, affordable",luxury,340,434,49,140
reel_662,product_304,user_44,Fashion,"#discount, #sale","popular, innovative",colorful,550,378,66,191
reel_663,product_994,user_71,Beauty,"#sale, #new, #discount","stylish, exclusive",colorful,611,439,299,10
reel_664,product_119,user_11,Beauty,#shopnow,"affordable, popular, exclusive",minimalistic,288,210,57,146
reel_665,product_765,user_99,Sports,#new,"innovative, affordable, stylish",modern,253,317,258,138
reel_666,product_607,user_177,Fashion,#new,exclusive,minimalistic,733,31,129,76
reel_667,product_791,user_131,Fashion,#trending,"affordable, exclusive, popular",minimalistic,356,157,214,126
reel_668,product_226,user_95,Home Decor,"#sale, #new",stylish,colorful,22,284,171,45
reel_669,product_523,user_108,Home Decor,"#shopnow, #trending, #sale",exclusive,modern,761,304,257,44
reel_670,product_451,user_170,Beauty,#discount,"affordable, innovative, popular",luxury,521,428,101,0
reel_671,product_443,user_87,Electronics,"#trending, #shopnow","popular, stylish, affordable",colorful,757,476,208,167
reel_672,product_861,user_177,Beauty,"#new, #trending",affordable,colorful,836,285,290,107
reel_673,product_991,user_146,Beauty,#new,"exclusive, affordable",colorful,99,143,285,18
reel_674,product_306,user_153,Fashion,"#sale, #discount",stylish,modern,801,423,115,75
reel_675,product_622,user_74,Beauty,"#trending, #sale, #new","stylish, popular, innovative",luxury,179,18,263,71
reel_676,product_610,user_81,Beauty,"#discount, #trending","stylish, popular, innovative",luxury,222,17,149,199
reel_677,product_741,user_115,Fashion,"#shopnow, #sale",exclusive,modern,905,256,299,188
reel_678,product_948,user_39,Sports,"#new, #sale, #shopnow","exclusive, innovative, popular",minimalistic,761,77,35,108
reel_679,product_208,user_111,Home Decor,"#discount, #sale, #shopnow","affordable, innovative",vintage,658,370,286,11
reel_680,product_212,user_15,Beauty,"#new, #discount","popular, innovative, stylish",colorful,441,174,207,188
reel_681,product_661,user_101,Beauty,"#sale, #trending","exclusive, innovative",minimalistic,607,497,105,160
reel_682,product_158,user_153,Fashion,"#shopnow, #sale, #new","popular, stylish",luxury,768,193,157,44
reel_683,product_174,user_56,Fashion,"#discount, #sale, #trending",popular,colorful,324,475,120,89
reel_684,product_76,user_198,Beauty,"#sale, #new, #discount","stylish, exclusive",modern,515,112,54,102
reel_685,product_3,user_137,Electronics,"#trending, #new, #discount",popular,luxury,15,113,11,196
reel_686,product_451,user_24,Sports,"#trending, #shopnow, #sale",popular,modern,791,221,144,7
reel_687,product_594,user_196,Beauty,"#discount, #shopnow, #new",popular,vintage,335,165,135,152
reel_688,product_292,user_79,Fashion,"#shopnow, #sale, #discount",affordable,minimalistic,758,434,2,90
reel_689,product_232,user_159,Sports,"#new, #discount","exclusive, popular, affordable",modern,257,318,143,173
reel_690,product_707,user_68,Electronics,#trending,"exclusive, popular, innovative",vintage,496,131,29,86
reel_691,product_703,user_188,Fashion,"#sale, #discount","popular, exclusive, innovative",luxury,987,384,236,157
reel_692,product_455,user_151,Beauty,"#sale, #discount, #trending","popular, exclusive, stylish",modern,895,263,278,174
reel_693,product_688,user_40,Home Decor,#discount,exclusive,luxury,159,412,114,176
reel_694,product_924,user_102,Fashion,"#discount, #trending, #sale",popular,modern,474,54,103,174
reel_695,product_788,user_101,Home Decor,"#shopnow, #trending","popular, innovative, affordable",modern,851,358,117,83
reel_696,product_626,user_10,Electronics,"#discount, #trending","exclusive, stylish, affordable",modern,663,130,4,81
reel_697,product_662,user_28,Home Decor,"#shopnow, #trending, #sale",popular,minimalistic,907,287,247,145
reel_698,product_934,user_67,Home Decor,#new,"stylish, innovative",colorful,689,265,120,193
reel_699,product_426,user_95,Electronics,"#new, #sale","affordable, stylish, exclusive",colorful,674,457,285,67
reel_700,product_545,user_92,Electronics,#discount,"stylish, exclusive",minimalistic,379,466,148,160
reel_701,product_648,user_122,Fashion,"#new, #shopnow","exclusive, affordable",colorful,544,365,83,126
reel_702,product_909,user_104,Home Decor,#new,exclusive,minimalistic,928,161,230,163
reel_703,product_827,user_66,Beauty,"#shopnow, #sale",stylish,minimalistic,956,379,287,81
reel_704,product_72,user_123,Electronics,"#trending, #new","affordable, exclusive",luxury,690,480,160,146
reel_705,product_166,user_33,Home Decor,"#discount, #trending, #shopnow","affordable, popular",minimalistic,426,86,271,155
reel_706,product_308,user_199,Fashion,#trending,innovative,minimalistic,612,54,37,167
reel_707,product_749,user_148,Sports,#new,exclusive,modern,267,475,225,83
reel_708,product_570,user_60,Electronics,#sale,"stylish, affordable",modern,834,287,141,112
reel_709,product_289,user_68,Home Decor,#sale,"innovative, exclusive",minimalistic,576,177,291,75
reel_710,product_125,user_166,Electronics,#shopnow,"popular, stylish, exclusive",modern,416,390,150,121
reel_711,product_689,user_107,Fashion,#new,"affordable, stylish, popular",luxury,167,348,113,142
reel_712,product_700,user_142,Sports,#new,"popular, affordable",luxury,841,7,236,40
reel_713,product_943,user_60,Sports,"#sale, #new, #trending","popular, affordable, innovative",minimalistic,42,320,65,166
reel_714,product_501,user_164,Home Decor,"#sale, #new","exclusive, innovative",modern,555,312,257,1
reel_715,product_494,user_74,Sports,#shopnow,exclusive,vintage,284,246,248,190
reel_716,product_81,user_135,Beauty,#trending,"popular, exclusive, affordable",colorful,396,322,179,28
reel_717,product_40,user_196,Home Decor,"#shopnow, #new, #discount","innovative, affordable",modern,11,471,189,104
reel_718,product_433,user_117,Electronics,"#shopnow, #trending",exclusive,luxury,606,470,153,193
reel_719,product_323,user_160,Home Decor,"#sale, #discount, #new","exclusive, popular, innovative",luxury,301,442,195,50
reel_720,product_251,user_146,Beauty,"#shopnow, #sale, #trending",popular,vintage,897,254,261,74
reel_721,product_92,user_138,Electronics,#sale,"exclusive, stylish",minimalistic,252,327,142,9
reel_722,product_962,user_6,Fashion,"#trending, #new","popular, affordable, exclusive",vintage,498,53,100,141
reel_723,product_836,user_95,Electronics,#discount,innovative,vintage,753,248,243,50
reel_724,product_576,user_194,Home Decor,"#sale, #shopnow, #trending","stylish, affordable, popular",colorful,34,238,11,117
reel_725,product_951,user_157,Sports,"#new, #shopnow, #sale","stylish, exclusive, popular",luxury,726,228,238,120
reel_726,product_1000,user_156,Fashion,#new,"exclusive, stylish, affordable",vintage,848,66,48,38
reel_727,product_673,user_116,Sports,"#discount, #trending, #shopnow","innovative, popular, affordable",minimalistic,89,50,41,27
reel_728,product_270,user_145,Sports,"#sale, #new, #trending",stylish,modern,775,96,165,2
reel_729,product_41,user_117,Sports,"#shopnow, #sale, #discount","exclusive, innovative, stylish",minimalistic,604,91,81,83
reel_730,product_757,user_35,Fashion,#shopnow,"innovative, exclusive",colorful,921,494,290,197
reel_731,product_471,user_126,Home Decor,"#shopnow, #sale","exclusive, popular, stylish",luxury,969,263,157,154
reel_732,product_652,user_124,Electronics,#trending,"exclusive, affordable, innovative",minimalistic,601,417,215,116
reel_733,product_917,user_169,Sports,"#new, #shopnow, #trending","stylish, popular, exclusive",luxury,417,290,157,1
reel_734,product_182,user_30,Electronics,"#trending, #sale","popular, innovative",modern,114,95,133,92
reel_735,product_586,user_137,Home Decor,"#new, #shopnow","stylish, affordable",modern,616,87,66,165
reel_736,product_635,user_7,Fashion,"#new, #trending, #shopnow","affordable, stylish",modern,902,77,6,130
reel_737,product_492,user_190,Electronics,"#sale, #new",stylish,minimalistic,195,287,13,143
reel_738,product_92,user_22,Home Decor,"#sale, #new","innovative, affordable, stylish",vintage,825,119,72,93
reel_739,product_348,user_4,Electronics,#trending,affordable,minimalistic,500,301,162,39
reel_740,product_334,user_63,Beauty,"#discount, #trending",innovative,luxury,625,490,65,1
reel_741,product_671,user_31,Home Decor,#discount,"popular, innovative",vintage,492,399,129,80
reel_742,product_858,user_139,Home Decor,"#shopnow, #trending, #discount",exclusive,vintage,74,451,205,168
reel_743,product_330,user_83,Home Decor,#shopnow,"innovative, stylish",colorful,412,499,275,11
reel_744,product_694,user_155,Beauty,#discount,"stylish, affordable, innovative",modern,375,164,255,162
reel_745,product_289,user_185,Fashion,"#shopnow, #new",affordable,minimalistic,419,181,265,64
reel_746,product_946,user_175,Sports,"#shopnow, #trending",popular,colorful,728,468,24,54
reel_747,product_814,user_148,Beauty,#trending,"affordable, popular",luxury,276,397,280,44
reel_748,product_551,user_13,Electronics,"#shopnow, #trending, #sale",stylish,colorful,760,222,252,100
reel_749,product_455,user_28,Fashion,"#shopnow, #trending",innovative,modern,675,310,288,61
reel_750,product_315,user_42,Home Decor,"#trending, #shopnow","exclusive, innovative, popular",colorful,393,431,163,48
reel_751,product_324,user_66,Electronics,"#sale, #shopnow","exclusive, popular, stylish",modern,868,465,94,126
reel_752,product_971,user_133,Electronics,#new,"stylish, affordable",vintage,456,6,269,152
reel_753,product_405,user_106,Sports,#sale,"exclusive, popular",colorful,919,329,109,22
reel_754,product_515,user_63,Sports,"#discount, #shopnow",popular,luxury,191,262,237,151
reel_755,product_989,user_35,Sports,"#discount, #new",popular,colorful,738,160,24,37
reel_756,product_658,user_183,Fashion,#trending,"innovative, stylish, exclusive",luxury,688,150,140,27
reel_757,product_543,user_69,Beauty,#trending,"exclusive, stylish, popular",luxury,98,84,116,20
reel_758,product_414,user_71,Sports,#sale,"innovative, affordable, popular",luxury,547,146,24,181
reel_759,product_188,user_155,Beauty,"#shopnow, #new, #discount","popular, stylish",minimalistic,977,111,78,106
reel_760,product_362,user_145,Fashion,"#shopnow, #trending, #new","exclusive, innovative, stylish",minimalistic,998,380,67,145
reel_761,product_757,user_129,Home Decor,#trending,"exclusive, innovative",luxury,95,402,172,163
reel_762,product_626,user_139,Electronics,"#sale, #new, #shopnow",exclusive,colorful,663,35,11,98
reel_763,product_760,user_123,Home Decor,"#discount, #trending, #new","exclusive, popular",colorful,662,284,287,172
reel_764,product_204,user_39,Fashion,"#discount, #new, #sale",stylish,vintage,189,187,127,118
reel_765,product_550,user_50,Sports,"#discount, #shopnow","exclusive, affordable",minimalistic,735,81,95,72
reel_766,product_928,user_112,Beauty,#trending,"innovative, stylish, popular",vintage,36,1,91,180
reel_767,product_439,user_45,Fashion,#trending,"affordable, exclusive",colorful,779,384,140,121
reel_768,product_699,user_195,Sports,#discount,"popular, affordable, exclusive",colorful,368,302,30,29
reel_769,product_122,user_60,Sports,#new,exclusive,minimalistic,694,196,19,187
reel_770,product_974,user_58,Home Decor,"#trending, #shopnow","affordable, stylish, popular",modern,524,403,145,107
reel_771,product_609,user_42,Beauty,#sale,"exclusive, stylish, innovative",luxury,278,10,159,97
reel_772,product_240,user_141,Electronics,#discount,popular,modern,216,233,42,31
reel_773,product_159,user_64,Sports,"#discount, #new, #trending","stylish, innovative, affordable",vintage,866,385,253,194
reel_774,product_551,user_70,Fashion,#discount,"affordable, popular, stylish",colorful,872,194,129,194
reel_775,product_553,user_187,Fashion,"#sale, #discount","exclusive, affordable, popular",modern,797,470,59,155
reel_776,product_94,user_160,Fashion,"#new, #discount, #shopnow","affordable, popular",luxury,272,118,150,171
reel_777,product_993,user_55,Sports,"#shopnow, #sale, #new","innovative, affordable",modern,880,395,286,78
reel_778,product_913,user_25,Fashion,#discount,"innovative, popular",luxury,61,19,4,40
reel_779,product_462,user_136,Home Decor,"#sale, #trending","affordable, stylish, exclusive",modern,595,260,265,62
reel_780,product_118,user_76,Home Decor,"#shopnow, #discount, #new",stylish,luxury,879,292,129,22
reel_781,product_833,user_197,Sports,#shopnow,"popular, stylish, exclusive",modern,728,421,266,103
reel_782,product_499,user_164,Electronics,"#shopnow, #sale","innovative, popular, affordable",colorful,341,255,177,74
reel_783,product_717,user_191,Electronics,#new,"popular, exclusive, affordable",colorful,396,221,252,47
reel_784,product_509,user_161,Electronics,"#discount, #new",stylish,minimalistic,698,392,55,159
reel_785,product_274,user_59,Sports,"#discount, #trending","stylish, popular, affordable",luxury,18,225,82,56
reel_786,product_835,user_58,Beauty,"#new, #sale",affordable,vintage,176,52,98,117
reel_787,product_981,user_143,Beauty,"#shopnow, #trending, #discount","exclusive, affordable",minimalistic,611,427,148,99
reel_788,product_244,user_70,Electronics,"#discount, #sale, #new","innovative, stylish",luxury,395,354,155,123
reel_789,product_552,user_89,Electronics,"#sale, #trending, #new",popular,modern,444,499,189,160
reel_790,product_384,user_52,Fashion,"#shopnow, #trending, #discount","innovative, popular",modern,232,341,262,151
reel_791,product_922,user_96,Electronics,"#new, #discount",innovative,modern,914,363,79,166
reel_792,product_509,user_41,Beauty,#trending,"stylish, affordable, popular",vintage,75,279,251,33
reel_793,product_880,user_108,Home Decor,"#shopnow, #trending","affordable, innovative, stylish",vintage,264,80,96,183
reel_794,product_865,user_187,Fashion,"#sale, #new","affordable, innovative, stylish",modern,454,201,259,155
reel_795,product_277,user_140,Fashion,"#trending, #sale","affordable, stylish",minimalistic,795,157,259,164
reel_796,product_791,user_28,Home Decor,#sale,"popular, innovative",luxury,717,119,102,6
reel_797,product_415,user_124,Home Decor,"#discount, #new, #sale",innovative,colorful,734,58,39,195
reel_798,product_935,user_118,Home Decor,"#discount, #trending, #shopnow","popular, stylish, innovative",modern,383,493,272,164
reel_799,product_508,user_49,Sports,"#discount, #sale, #shopnow","exclusive, popular, stylish",minimalistic,563,214,100,55
reel_800,product_821,user_134,Electronics,"#shopnow, #trending","innovative, exclusive, stylish",minimalistic,850,127,220,64
reel_801,product_283,user_107,Electronics,#trending,"innovative, stylish, popular",minimalistic,505,223,123,192
reel_802,product_299,user_128,Electronics,#sale,"exclusive, innovative",vintage,366,208,230,46
reel_803,product_587,user_11,Fashion,"#new, #shopnow","affordable, innovative, exclusive",modern,143,369,177,147
reel_804,product_999,user_83,Fashion,"#discount, #new, #shopnow",exclusive,luxury,884,114,62,18
reel_805,product_490,user_144,Beauty,#sale,"affordable, popular, stylish",colorful,68,208,115,156
reel_806,product_149,user_21,Sports,#trending,"stylish, affordable",luxury,98,13,190,187
reel_807,product_539,user_155,Beauty,#shopnow,"popular, affordable",minimalistic,395,8,61,145
reel_808,product_346,user_2,Fashion,"#sale, #discount",exclusive,modern,24,39,255,162
reel_809,product_552,user_111,Sports,"#discount, #sale","popular, affordable",vintage,947,449,6,170
reel_810,product_544,user_186,Electronics,"#discount, #trending, #sale","stylish, innovative, exclusive",vintage,890,236,154,125
reel_811,product_456,user_82,Fashion,"#discount, #shopnow, #trending","popular, exclusive",minimalistic,468,280,91,138
reel_812,product_322,user_188,Electronics,"#sale, #shopnow","stylish, popular",vintage,483,358,13,48
reel_813,product_189,user_176,Electronics,#shopnow,affordable,luxury,564,200,228,112
reel_814,product_698,user_96,Home Decor,"#shopnow, #trending",exclusive,vintage,150,245,85,37
reel_815,product_572,user_40,Beauty,#trending,innovative,modern,143,277,132,63
reel_816,product_234,user_193,Electronics,#sale,"popular, stylish, exclusive",luxury,568,234,182,68
reel_817,product_776,user_65,Sports,"#new, #sale, #discount",innovative,luxury,38,493,61,135
reel_818,product_44,user_130,Fashion,#shopnow,"affordable, stylish",vintage,108,3,218,161
reel_819,product_745,user_182,Home Decor,"#new, #shopnow, #sale","stylish, exclusive, innovative",modern,692,153,245,175
reel_820,product_706,user_18,Home Decor,#sale,"stylish, affordable",minimalistic,41,441,229,115
reel_821,product_812,user_115,Beauty,"#trending, #shopnow","innovative, stylish",luxury,185,28,78,183
reel_822,product_387,user_108,Electronics,"#new, #trending, #discount","innovative, affordable",colorful,934,108,148,64
reel_823,product_664,user_145,Home Decor,"#shopnow, #new, #sale",affordable,luxury,397,97,137,30
reel_824,product_821,user_188,Sports,#new,"innovative, stylish, affordable",vintage,222,214,64,131
reel_825,product_981,user_183,Fashion,"#new, #discount","popular, stylish, affordable",luxury,633,292,12,112
reel_826,product_496,user_36,Fashion,#discount,"exclusive, stylish",colorful,132,74,212,108
reel_827,product_38,user_177,Sports,"#sale, #new, #trending",stylish,colorful,162,325,241,177
reel_828,product_503,user_36,Sports,#sale,popular,colorful,214,145,212,68
reel_829,product_591,user_184,Fashion,"#new, #shopnow, #discount","stylish, innovative",minimalistic,732,127,180,157
reel_830,product_870,user_200,Sports,"#shopnow, #trending",popular,colorful,234,340,172,119
reel_831,product_875,user_80,Electronics,"#trending, #sale, #discount",affordable,minimalistic,842,41,159,87
reel_832,product_441,user_100,Beauty,"#shopnow, #sale, #trending","popular, stylish, exclusive",modern,657,355,163,186
reel_833,product_526,user_188,Beauty,"#shopnow, #new, #trending","stylish, exclusive, innovative",colorful,750,40,187,66
reel_834,product_457,user_193,Home Decor,"#new, #shopnow, #discount","popular, stylish",colorful,587,421,190,74
reel_835,product_723,user_186,Electronics,"#shopnow, #new, #sale","popular, innovative, affordable",luxury,8,33,255,44
reel_836,product_410,user_176,Sports,"#shopnow, #discount, #new","exclusive, stylish, innovative",modern,73,16,182,3
reel_837,product_655,user_2,Fashion,"#discount, #shopnow, #sale","popular, exclusive",vintage,953,164,116,153
reel_838,product_155,user_114,Fashion,"#trending, #new, #sale","exclusive, stylish, innovative",colorful,491,152,281,154
reel_839,product_470,user_22,Sports,#sale,"stylish, popular, affordable",vintage,912,485,195,173
reel_840,product_970,user_197,Home Decor,#discount,"exclusive, innovative",modern,252,377,33,106
reel_841,product_339,user_57,Fashion,"#sale, #trending, #new",stylish,minimalistic,229,75,51,191
reel_842,product_693,user_198,Sports,"#discount, #sale",exclusive,vintage,518,86,111,50
reel_843,product_650,user_109,Sports,"#new, #trending","stylish, innovative, affordable",vintage,173,116,251,49
reel_844,product_852,user_99,Electronics,#trending,exclusive,modern,652,361,81,5
reel_845,product_853,user_188,Fashion,"#new, #shopnow, #sale","affordable, popular",modern,167,341,231,58
reel_846,product_860,user_171,Home Decor,"#new, #shopnow","exclusive, popular",colorful,169,468,226,124
reel_847,product_381,user_94,Fashion,#sale,innovative,vintage,392,26,232,142
reel_848,product_317,user_39,Home Decor,"#new, #shopnow, #trending",stylish,colorful,945,312,220,29
reel_849,product_719,user_23,Sports,"#shopnow, #sale, #discount",innovative,modern,794,286,41,169
reel_850,product_760,user_33,Electronics,#new,"exclusive, popular",minimalistic,633,133,20,121
reel_851,product_873,user_92,Fashion,"#discount, #shopnow","affordable, exclusive, popular",colorful,193,218,41,124
reel_852,product_36,user_52,Beauty,#trending,"innovative, exclusive, popular",vintage,516,167,112,36
reel_853,product_69,user_38,Fashion,"#trending, #discount","exclusive, affordable",modern,28,97,104,169
reel_854,product_632,user_148,Electronics,"#new, #discount, #trending","affordable, stylish",luxury,164,267,191,123
reel_855,product_921,user_159,Fashion,"#sale, #new, #discount","exclusive, innovative, stylish",minimalistic,421,236,16,100
reel_856,product_998,user_114,Electronics,"#new, #sale, #discount",exclusive,modern,338,308,119,34
reel_857,product_747,user_152,Sports,"#new, #shopnow, #sale","stylish, popular, innovative",modern,647,454,128,86
reel_858,product_434,user_36,Fashion,#new,innovative,colorful,495,393,129,133
reel_859,product_99,user_172,Beauty,#new,"innovative, stylish, exclusive",modern,364,172,59,195
reel_860,product_634,user_180,Electronics,"#shopnow, #trending",popular,vintage,832,400,47,17
reel_861,product_873,user_166,Electronics,"#shopnow, #discount, #sale","popular, affordable, exclusive",minimalistic,341,409,28,112
reel_862,product_444,user_104,Home Decor,"#sale, #new, #discount","affordable, exclusive, innovative",modern,499,468,96,28
reel_863,product_695,user_18,Home Decor,"#sale, #new","innovative, stylish",minimalistic,656,475,9,76
reel_864,product_904,user_134,Fashion,"#sale, #discount","stylish, popular",minimalistic,510,189,241,58
reel_865,product_46,user_37,Electronics,#new,stylish,colorful,326,121,231,174
reel_866,product_797,user_29,Fashion,"#new, #trending","innovative, exclusive, popular",luxury,216,45,276,125
reel_867,product_294,user_65,Fashion,"#new, #trending, #sale","innovative, exclusive, popular",minimalistic,300,63,283,144
reel_868,product_375,user_50,Sports,"#sale, #trending","affordable, popular, stylish",modern,131,129,202,108
reel_869,product_146,user_53,Home Decor,#discount,"innovative, stylish",luxury,803,309,246,21
reel_870,product_532,user_48,Beauty,"#sale, #discount, #new","stylish, exclusive",colorful,69,362,289,67
reel_871,product_566,user_151,Sports,#trending,"stylish, exclusive",vintage,251,192,263,68
reel_872,product_793,user_191,Beauty,"#discount, #new",affordable,vintage,414,306,213,164
